'fare_amount','overall_avg_fare','borough_avg_fare_borough','zone_avg_fare_zone'
26.559999999999996944,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.839999999999999857,12.929082202356991793,35.504550847601499263,33.335999999999978982
48.349999999999999644,12.929082202356991793,35.504550847601499263,33.335999999999978982
30.200000000000000177,12.929082202356991793,35.504550847601499263,33.335999999999978982
28.199999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
62.200000000000006394,12.929082202356991793,35.504550847601499263,33.335999999999978982
50.380000000000002557,12.929082202356991793,35.504550847601499263,33.335999999999978982
26.200000000000001065,12.929082202356991793,35.504550847601499263,33.335999999999978982
32.200000000000001953,12.929082202356991793,35.504550847601499263,33.335999999999978982
27.250000000000000888,12.929082202356991793,35.504550847601499263,33.335999999999978982
55.340000000000006963,12.929082202356991793,35.504550847601499263,33.335999999999978982
21.949999999999998401,12.929082202356991793,35.504550847601499263,33.335999999999978982
12.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
17.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
77.700000000000004618,12.929082202356991793,35.504550847601499263,33.335999999999978982
34.799999999999995381,12.929082202356991793,35.504550847601499263,33.335999999999978982
10.400000000000000355,12.929082202356991793,35.504550847601499263,33.335999999999978982
34.500000000000001776,12.929082202356991793,35.504550847601499263,33.335999999999978982
20.200000000000000177,12.929082202356991793,35.504550847601499263,33.335999999999978982
14.199999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
23.489999999999997548,12.929082202356991793,35.504550847601499263,33.335999999999978982
9.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
200.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
2.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
34.20000000000000373,12.929082202356991793,35.504550847601499263,33.335999999999978982
24.199999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
50.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
45.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
90.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
3.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
13.999999999999999111,12.929082202356991793,35.504550847601499263,33.335999999999978982
34.500000000000001776,12.929082202356991793,35.504550847601499263,33.335999999999978982
39.249999999999998223,12.929082202356991793,35.504550847601499263,33.335999999999978982
32.709999999999999076,12.929082202356991793,35.504550847601499263,33.335999999999978982
22.329999999999996518,12.929082202356991793,35.504550847601499263,33.335999999999978982
36.810000000000000497,12.929082202356991793,35.504550847601499263,33.335999999999978982
35.200000000000004618,12.929082202356991793,35.504550847601499263,33.335999999999978982
84.000000000000003552,12.929082202356991793,35.504550847601499263,33.335999999999978982
4.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
22.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
39.200000000000002842,12.929082202356991793,35.504550847601499263,33.335999999999978982
5.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
16.199999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
42.200000000000006394,12.929082202356991793,35.504550847601499263,33.335999999999978982
9.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
39.00999999999999801,12.929082202356991793,35.504550847601499263,33.335999999999978982
5.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
9.1999999999999992894,12.929082202356991793,35.504550847601499263,33.335999999999978982
90.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
40.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
38.909999999999996589,12.929082202356991793,35.504550847601499263,33.335999999999978982
30.539999999999998259,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
10.500000000000000444,12.929082202356991793,35.504550847601499263,33.335999999999978982
8.5,12.929082202356991793,35.504550847601499263,33.335999999999978982
37.159999999999997477,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.199999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
24.859999999999997655,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
45.560000000000000497,12.929082202356991793,35.504550847601499263,33.335999999999978982
48.349999999999999644,12.929082202356991793,35.504550847601499263,33.335999999999978982
19.339999999999999857,12.929082202356991793,35.504550847601499263,33.335999999999978982
51.530000000000004689,12.929082202356991793,35.504550847601499263,33.335999999999978982
26.559999999999996944,12.929082202356991793,35.504550847601499263,33.335999999999978982
32.200000000000001953,12.929082202356991793,35.504550847601499263,33.335999999999978982
38.070000000000000284,12.929082202356991793,35.504550847601499263,33.335999999999978982
32.450000000000001065,12.929082202356991793,35.504550847601499263,33.335999999999978982
39.780000000000001136,12.929082202356991793,35.504550847601499263,33.335999999999978982
39.00999999999999801,12.929082202356991793,35.504550847601499263,33.335999999999978982
22.199999999999997513,12.929082202356991793,35.504550847601499263,33.335999999999978982
30.200000000000000177,12.929082202356991793,35.504550847601499263,33.335999999999978982
22.109999999999998543,12.929082202356991793,35.504550847601499263,33.335999999999978982
30.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
27.250000000000000888,12.929082202356991793,35.504550847601499263,33.335999999999978982
30.539999999999998259,12.929082202356991793,35.504550847601499263,33.335999999999978982
290.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
44.930000000000003268,12.929082202356991793,35.504550847601499263,33.335999999999978982
5.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
35.499999999999998223,12.929082202356991793,35.504550847601499263,33.335999999999978982
35.0,12.929082202356991793,35.504550847601499263,33.335999999999978982
26.559999999999996944,12.929082202356991793,35.504550847601499263,33.335999999999978982
56.200000000000001065,12.929082202356991793,35.504550847601499263,33.335999999999978982
28.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
54.159999999999994813,12.929082202356991793,35.504550847601499263,33.335999999999978982
18.839999999999999857,12.929082202356991793,35.504550847601499263,33.335999999999978982
23.809999999999997832,12.929082202356991793,35.504550847601499263,33.335999999999978982
11.000000000000000888,12.929082202356991793,35.504550847601499263,33.335999999999978982
22.329999999999996518,12.929082202356991793,35.504550847601499263,33.335999999999978982
25.449999999999999289,12.929082202356991793,35.504550847601499263,33.335999999999978982
21.949999999999998401,12.929082202356991793,35.504550847601499263,33.335999999999978982
49.130000000000002557,12.929082202356991793,35.504550847601499263,33.335999999999978982
44.930000000000003268,12.929082202356991793,35.504550847601499263,33.335999999999978982
33.520000000000003126,12.929082202356991793,35.504550847601499263,33.335999999999978982
28.109999999999999431,12.929082202356991793,35.504550847601499263,33.335999999999978982
44.700000000000006394,12.929082202356991793,35.504550847601499263,33.335999999999978982
