'pickup_zone','avg_time_between_pickups_minutes'
188.99999999999998578,9.3512822107328386067
239.99999999999999111,48.070740470101007701
222.99999999999999822,6.4284296721530562734
108.0000000000000071,20.763083801821560214
198.0000000000000071,5.1633032810610268725
40.0,13.596892290469235753
137.00000000000001065,3.6962701032379206012
112.99999999999998934,3.9846341903511959259
138.99999999999998934,17.047681901121936043
81.999999999999992894,4.2746252483906888031
135.00000000000000888,18.820089397461163827
245.99999999999999644,3.0179204774608057171
13.999999999999999111,5.9359264773055615549
67.999999999999998223,23.646208052176240776
90.999999999999996447,5.4096495014905707776
94.000000000000003552,11.961353719233795978
216.99999999999999289,19.283140369196338781
133.0000000000000071,15.482930064032887074
256.99999999999998401,22.503710038340400956
47.000000000000001776,7.6047905107310969086
167.99999999999998934,4.5832754962237105544
222.00000000000001953,21.633125762122213942
229.00000000000000355,22.134906405591809885
218.00000000000001598,14.0234008348877488
89.000000000000003552,3.4531343391302327106
143.99999999999999467,27.022021273506640071
264.00000000000001243,1.1859199258691828227
147.99999999999999822,3.1724030318564313546
162.99999999999998934,3.033395292988159575
175.0,49.777684510860895628
181.00000000000001421,3.4949575725785808621
159.00000000000000355,5.9911300955993382899
163.99999999999998578,2.8012071576520058968
59.000000000000003552,179.99976056097204413
37.000000000000001776,2.673724365601740871
231.99999999999998401,6.1785758587835273303
117.99999999999999378,31.901464363287237446
210.00000000000000888,9.3960995661722979122
149.00000000000000355,13.211134260421439901
130.00000000000000444,4.7385411414819689213
172.99999999999999822,12.241376021956842379
237.00000000000001065,19.574433412629975492
200.0,19.270412173583927994
227.00000000000000177,13.284894722450097948
95.999999999999996447,208.56792253288354288
125.0,8.693086295366734717
177.00000000000000177,5.8512159533074799
202.00000000000000177,53.579613981505094244
250.99999999999997868,43.38571516900247893
22.000000000000001776,9.1246021839070756698
23.999999999999999111,14.365382218340521092
27.000000000000001776,320.65246367977278119
101.00000000000000088,42.506291644792613126
16.000000000000000888,17.425344601156773194
60.0,10.841312199174821806
100.0,4.1259335985735097196
200.99999999999997868,51.783799895044202443
30.0,661.48119631259252315
52.000000000000001776,22.254601771782667185
84.000000000000003552,80.466476823891976977
220.00000000000001776,8.8405037864474280695
227.99999999999998046,6.5561972532779275724
231.00000000000000532,2.6109032154588440732
27.999999999999998223,13.954056914341535033
15.0,45.873876249418703565
42.999999999999998223,7.2248354954588052123
54.000000000000003552,60.373314214702080704
85.999999999999996447,15.5429766404818821
264.99999999999999111,35.8926570723834093
168.99999999999999467,5.2804152223679015065
241.99999999999999289,7.0800981790137251792
62.999999999999998223,8.6441575718756880064
39.0,3.5566908705517534805
190.99999999999999644,11.587227371464816627
225.0,3.356967729385091026
145.99999999999999644,11.929584443059306764
79.000000000000003552,1.8393838626544985359
80.0,4.2824216954231628662
178.0000000000000071,28.866867778265579147
57.000000000000001776,127.51612342986413661
184.00000000000000355,132.17779103852596023
229.99999999999998223,2.6902880716444750319
233.99999999999998578,14.745834843034808514
40.999999999999996447,3.7943754948929755421
235.00000000000000888,5.7382404247665963481
256.00000000000000532,4.0554177165125162574
49.000000000000003552,5.2661694591338505944
126.00000000000000088,8.7932015693613649887
77.999999999999998223,6.1935082217359918033
120.99999999999999644,14.333580490683446306
107.00000000000000621,18.383138355690089582
45.0,13.562204628030958275
155.0,10.093758450400485138
65.999999999999996447,9.6370031798930106958
161.00000000000001421,14.149087619294478557
208.99999999999998578,14.360008821951177893
131.00000000000000532,20.709152943645667832
153.0000000000000071,25.693583453348560752
193.99999999999998578,225.43618312977655726
70.999999999999996447,6.0425008419249071067
142.99999999999998934,4.4722049207844012386
13.000000000000000444,6.3873337338287656805
25.0,5.9160633293431734713
156.00000000000000532,23.308137732506550854
216.00000000000001421,5.6083393716590421718
220.99999999999999644,16.937400905394857097
187.00000000000001065,46.609470669854990987
109.0000000000000071,53.070844258437945839
160.00000000000000888,15.340465919524208793
45.999999999999996447,135.6726411446250502
88.000000000000007105,13.392328570762312978
175.99999999999999644,96.145160455486458062
254.00000000000000355,5.7136330328016597945
33.999999999999999111,38.903180558122492982
86.999999999999992894,4.8452553893367555915
127.00000000000000177,8.0843102618456015306
237.99999999999998934,3.3200254428854121258
75.0,3.3253567423275227632
80.999999999999996447,10.174010174526397776
98.000000000000007105,36.79583886907667356
254.99999999999998223,23.744548225469630509
170.99999999999999644,16.449681195205418937
10.0,57.232306063164770648
37.999999999999998223,28.048349232573199785
50.999999999999996447,51.082376871578416555
225.99999999999997868,5.1354667850565025588
44.000000000000003552,79.955951838346610571
4.0,8.5584536015417125298
26.000000000000000888,6.1111205615291552817
62.000000000000001776,7.5811051731921290652
136.00000000000000976,9.9738442661006718736
252.00000000000000177,24.059663839935345741
123.99999999999999911,24.121549755177236207
128.00000000000000355,117.60430918846442871
202.99999999999998046,17.740449384547081201
35.0,3.9941603203576363512
185.0,8.9430016765505477849
199.00000000000000355,71306.104761904762767
95.0,5.1871333487741235757
112.00000000000001065,4.2944584516469790358
116.99999999999999289,17.501102058913158288
150.0,27.895128177947468017
158.0000000000000071,5.1592648931713975812
32.999999999999998223,6.8592258084138517659
69.000000000000003552,5.138447863731967935
32.000000000000001776,10.450252171754814689
218.99999999999999467,15.70321657492076639
105.00000000000000444,69672.46071428570886
247.00000000000001953,5.4807199139158315759
19.0,43.159286290267404595
70.0,13.065217975428733421
111.00000000000000976,679.29282332687712653
262.99999999999998934,3.3781851937436075949
150.99999999999999644,6.1020714009664249743
146.99999999999999289,11.775002144042321372
208.0000000000000071,9.6386997967146257337
55.0,11.464757693257574544
64.000000000000003552,59.312540147630787856
29.0,14.287225532646519177
55.999999999999996447,9.3270345626068369426
99.000000000000003552,1340.1370700636934252
247.99999999999999822,10.351894595019859313
140.99999999999999644,2.8507006036517550384
162.00000000000001065,16.9549506845010578
243.99999999999999467,3.4232721174497466876
57.999999999999998223,101.58712676962728949
91.999999999999992894,6.8665307657853444922
186.00000000000001421,17.610737010646914768
204.00000000000000355,136.71196042776063706
114.99999999999999111,30.825589363633767447
129.00000000000000355,25.582870903997041445
102.00000000000000177,12.817001112112409444
31.000000000000000888,67.268753328646697653
93.000000000000007105,61.744122765849818179
3.0,13.279115361324158595
67.000000000000001776,19.528724180581377822
191.99999999999999289,24.814682792276783196
235.99999999999998756,2.2011134252298285574
212.00000000000001065,10.475761330387560743
214.99999999999999111,8.9974492121835307756
9.0,38.445998758172329701
21.000000000000000888,11.862961168148742352
85.0,8.5979870997955369915
260.99999999999998756,8.4190093419076816871
52.999999999999998223,23.075552803110035426
206.99999999999998401,90.59744196723192644
18.0,5.7013738436207948012
50.0,4.5738795226098432067
72.999999999999998223,29.515292693641326238
174.00000000000000355,6.7346324293085908507
2.0,12885.314069264071079
192.99999999999998934,124.63818056973374748
164.99999999999999111,9.6768868112438379824
250.0,74.302600063029728971
75.999999999999996447,2.4778988125647427587
17.0,3.3292043692276749311
190.0,50.637437661358495333
60.999999999999996447,1.9634792373154454026
145.0,4.7374328289696316929
6.0,57.451682040645506432
106.00000000000000532,16.335113338920326242
170.0,14.960213113590901556
260.00000000000000888,7.4859964535982070898
